"ZONA";"NOM_LOCALIDADE";"NOM_LOCAL";"ENDEREÄO_LOCAL";"BAIRRO_LOCAL";"CEP";"NñMERO DAS SEÄôES";"QTDE. DE SEÄôES";"APTOS"
45;"SENHOR DO BONFIM";"ESCOLA MUNICIPAL DR. LUIZ VIANA FILHO";"PRACA SIMOES FILHO, S/N - ZONA URBANA";"CENTRO";48970000;"254,269,280,285";4;1347
45;"SENHOR DO BONFIM";"ESCOLA FRANCESCO GALLI";"RUA MILAO, QD H, S/N, LOTEAMENTO VILA ITALIA - ZONA URBANA";"BONFIM III";48970000;284,303;2;622
45;"SENHOR DO BONFIM";"ESCOLA MUNICIPAL HERCULANO ALMEIDA LIMA - ANEXO 1";"RUA SéO JOéO, S/N - ZONA RURAL";"DISTRITO DE IGARA";48970000;290;1;291
45;"SENHOR DO BONFIM";"ESCOLA MUNICIPAL DE CAÄADOR";"POVOADO DE CAÄADOR - ZONA RURAL";"DISTRITO DE IGARA";48970000;292;1;188
45;"SENHOR DO BONFIM";"ESCOLA MUNICIPAL DE BARROCA DO FALEIRO";"POVOADO DE BARROCA DO FALEIRO - ZONA RURAL";"DISTRITO CARRAPICHEL";48970000;293;1;185
45;"SENHOR DO BONFIM";"COLêGIO ESTADUAL MODELO LUãS EDUARDO MAGALHéES";"AV JARDIM AEROPORTO, S/N - ZONA URBANA";"CENTRO";48970000;"291,294,304,318";4;1337
45;"SENHOR DO BONFIM";"ESCOLA MUNICIPAL DE CANAVIEIRA";"POVOADO CANAVIEIRA - ZONA RURAL";"DISTRITO CARRAPICHEL";48970000;299;1;384
45;"SENHOR DO BONFIM";"ESCOLA MUNICIPAL DE CACO DE TELHA";"POVOADO CACO TELHA - ZONA RURAL";"DISTRITO CARRAPICHEL";48970000;298;1;140
45;"SENHOR DO BONFIM";"ESCOLA MUNICIPAL DE SãTIO DE UMBURANA";"POVOADO DE SITIO DE UMBURANA - ZONA RURAL";"DISTRITO DE IGARA";48970000;310;1;106
45;"SENHOR DO BONFIM";"ESCOLA MUNICIPAL DE RANCHARIA";"POVOADO DE RANCHARIA - ZONA RURAL";"DISTRITO DE IGARA";48970000;308;1;158
45;"SENHOR DO BONFIM";"ESCOLA MUNICIPAL DE LAGOA DA PEDRA";"POVOADO DE LAGOA DA PEDRA - ZONA RURAL";"DISTRITO DE TIJUACU";48970000;309;1;114
45;"SENHOR DO BONFIM";"ESCOLA MUNICIPAL DIÜCONO MANOEL ALVES RIBEIRO";"LADEIRA DO CAPOTE, SN - ZONA RURAL";"DISTRITO SEDE";48970000;317;1;108
45;"SENHOR DO BONFIM";"ESCOLA MUNICIPAL DE CALDEIRéO DE DENTRO";"POVOADO DE CALDEIRéO DE DENTRO - ZONA RURAL";"DISTRITO DE IGARA";48970000;319;1;57
45;"SENHOR DO BONFIM";"CENTRO COMUNITÜRIO DE ÜGUAS CLARAS";"RESIDENCIAL ÜGUAS CLARAS, S/N - ZONA URBANA";"POVOADO PASSAGEM VELHA";48970000;320;1;105
45;"SENHOR DO BONFIM";"ESCOLA MUNICIPAL DE PEREIROS";"POVOADO DE PEREIROS, S/N - ZONA RURAL";"DISTRITO DE IGARA";48970000;322;1;94
46;"JACOBINA";"LOJA MAÄ‚NICA";"RUA ALICE BARROS DE FIGUEIREDO - ZONA URBANA";"CENTRO";44700000;"55,56,57";3;1130
46;"JACOBINA";"CENTRO EDUCACIONAL DEOCLECIANO BARBOSA DE CASTRO";"PRAÄA PRESIDENTE KENNEDY, 200 - ZONA URBANA";"ESTAÄéO";44700000;"45,47,48,50,51,52,53,60,194,197,385";11;4112
46;"JACOBINA";"CENTRO DE ENDEMIAS";"RUA ROBêRIO DIAS PIRES, 96  - ZONA URBANA";"LEADER";44700000;"65,66,199,382";4;1195
46;"JACOBINA";"COLêGIO MUNICIPAL GILBERTO DIAS DE MIRANDA (ANTIGO COMUJA)";"RUA ANT‚NIO VIEIRA DE MESQUITA, S/N - ZONA URBANA";"FêLIX TOMAZ";44700000;"77,78,79,80,81,82,83,87,88,89,90,202,203,255,260,263,267,290";18;6272
46;"JACOBINA";"ESCOLA MUNICIPAL ARMANDO XAVIER DE OLIVEIRA";"RUA MARGEM DO RIO DO OURO, S/N - ZONA URBANA";"LEADER";44700000;"61,62,63,64,67,198,314,319,324,331";10;2179
46;"JACOBINA";"ESCOLA ESTADUAL PADRE ALFREDO HAASLER";"RUA CEL. HERMENEGILDO, S/N - ZONA URBANA";"MISSéO";44700000;"84,85,86,301";4;1421
46;"JACOBINA";"C.M.E.I. -  ADONEL MOREIRA DE FREITAS";"AV. ELVIRA DIAS ROCHA PIRES,S/N - ZONA URBANA";"ESTAÄéO";44700000;"91,92,93,205,248,282";6;1690
46;"JACOBINA";"ESCOLAS REUNIDAS MARIA DA GL‡RIA E MARIA PRIMA";"PRAÄA DA CONC‡RDIA, N 59 - ZONA URBANA";"SERRINHA";44700000;"94,95,96,333";4;1570
46;"JACOBINA";"UNIVERSIDADE DO ESTADO DA BAHIA - UNEB";"RUA J.J. SEABRA, S/N - ZONA URBANA";"ESTAÄéO";44700000;"68,69,70,71,72,73,74,97,204,206,207,250";12;2757
46;"JACOBINA";"ESCOLA MUNICIPAL NUBIA MARIA MANGABEIRA GUERRA";"RUA A, S/N";"JACOBINA II";44700000;"98,99,100,259,294,328";6;1828
46;"JACOBINA";"ESCOLA MUNICIPAL MARIA JOSê TE‡FILO PASSOS";"POVOADO ITAPICURU - ZONA RURAL";"POVOADO ITAPICURU";44700000;101;1;273
46;"JACOBINA";"ESCOLA MUNICIPAL JAIME ALMEIDA CRUZ";"PRAÄA DO COMêRCIO, S/N - ZONA RURAL";"POVOADO CAFEL∂NDIA";44700000;102,103;2;713
46;"JACOBINA";"ESCOLA MUNICIPAL MAXIMINO ALVES DE MELO";"POVOADO GENIPAPO DA CAFEL∂NDIA - ZONA RURAL";"POVOADO GENIPAPO DA CAFEL∂NDIA";44700000;105;1;301
46;"JACOBINA";"ESCOLA MUNICIPAL NEMêSIO LIMA";"PRAÄA DO CENTRO - ZONA RURAL";"POVOADO GENIPAPO DE OLHOS D'ÜGUA";44700000;107,265;2;660
46;"JACOBINA";"ESCOLA MUNICIPAL ALMIR LOPES DE SOUZA";"POVOADO PAU FERRO, S/N - ZONA RURAL";"POVOADO PAU FERRO";44700000;"108,109,298";3;855
46;"JACOBINA";"COLêGIO MUNICIPAL MARCOS JACOBINA";"RUA BELA VISTA, S/N - ZONA RURAL";"DISTRITO CAATINGA DO MOURA";44700000;"110,111,112,113,114,223,245";7;1833
46;"JACOBINA";"ANEXO - COLêGIO MODELO LUãS EDUARDO MAGALHéES";"PRAÄA DO ROÄADO DE CAATINGA DO MOURA, S/N - ZONA RURAL";"ROÄADO DE CAATINGA DO MOURA";44700000;115,116;2;589
46;"JACOBINA";"COLêGIO MUNICIPAL PEDRO DALTRO";"AV. DEPUTADO FRANCISCO ROCHA PIRES, S/N - ZONA RURAL";"POVOADO JUNCO";44700000;"117,118,119,120,121,122,123,124,125,209,237,238,269";13;2726
46;"JACOBINA";"COLêGIO MUNICIPAL ELVIRA DA COSTA PINTO DIAS PIRES";"AV. SANTA ROSA DE LIMA, S/N - ZONA RURAL";"DISTRITO PARAãSO";44700000;"126,127,128,129,130,131,132,210,249,284,325";11;4045
46;"JACOBINA";"COLêGIO MUNICIPAL JOSê PRADO ALVES";"RUA JOSê PRADO ALVES, S/N - ZONA RURAL";"POVOADO LAGES DO BATATA";44700000;"133,134,135,136,137,138,211,270,289,291";10;3656
46;"JACOBINA";"COLêGIO MUNICIPAL JOSê VIEIRA IRMéO";"RUA DEPUTADO FERNANDO DALTRO, 11 - ZONA RURAL";"POVOADO CACHOEIRA GRANDE";44700000;"139,140,141,142";4;1319
46;"JACOBINA";"COLêGIO MUNICIPAL ESTER TUPINAMBÜ DE MORAES";"PRAÄA DO COMêRCIO, S/N - ZONA RURAL";"DISTRITO ITAPEIPU";44700000;144;1;283
46;"JACOBINA";"ESCOLA MUNICIPAL YOLANDA DIAS ROCHA";"POVOADO PONTILHéO DE CANAVIEIRA A - ZONA RURAL";"POVOADO PONTILHéO";44700000;251;1;399
46;"JACOBINA";"COLêGIO MUNICIPAL LUãS ALBERTO DOURADO DE CARVALHO";"RUA ANãSIA DE CARVALHO, S/N - ZONA URBANA";"JACOBINA III";44700000;"252,264,285,299,316,323,327,332,336,376,378,383";12;4514
46;"JACOBINA";"ESCOLA MUNICIPAL FRANCISCO JOSê DOS SANTOS";"POVOADO VÜRZEA DA LAGE, S/N - ZONA RURAL";"POVOADO VÜRZEA DA LAGE";44700000;261,377;2;433
46;"JACOBINA";"ESCOLA MUNICIPAL JOéO BELO";"RUA GENEBALDO CORREIA, S/N - ZONA URBANA";"PEDRA BRANCA";44700000;"262,322,375";3;917
46;"JACOBINA";"ESCOLA MUNICIPAL MARTIM ROMéO DOS SANTOS";"VELAME DE BAIXO,S/N - ZONA RURAL";"POVOADO VELAME";44700000;272;1;352
46;"JACOBINA";"ESCOLA MUNICIPAL JOSê JOAQUIM DA SILVA";"POVOADO DE LAGOA DA CAATINGA DO MOURA, S/N - ZONA RURAL";"POVOADO DE LAGOA DA CAATINGA DO MOURA";44700000;273,374;2;436
46;"JACOBINA";"COLêGIO MUNICIPAL CRESCENCIANO FERNANDES PIRES";"RUA DO PRêDIO, S/N - ZONA RURAL";"POVOADO ITAITU";44700000;"160,161,215,295";4;930
46;"JACOBINA";"ESCOLA MUNICIPAL MANOEL MESQUITA DE CARVALHO";"POVOADO DE OLHOS D'ÜGUA DO G‡ES, S/N - ZONA RURAL";"POVOADO OLHOS D'ÜGUA DO G‡ES";44700000;162;1;284
46;"JACOBINA";"ESCOLA MUNICIPAL JOAQUIM LEONARDO DE CARVALHO";"POVOADO DE OLHOS D'ÜGUA DE CAATINGA DO MOURA - ZONA RURAL";"POVOADO OLHOS D'ÜGUA DE CAATINGA DO MOURA";44700000;274;1;316
46;"JACOBINA";"ESCOLA MUNICIPAL ZULEIDE PIRES";"POVOADO DE PALMEIRINHA, S/N - ZONA RURAL";"POVOADO PALMEIRINHA";44700000;241;1;408
46;"JACOBINA";"ESCOLA MUNICIPAL CARLOS GOMES DA SILVA";"RUA SANTA BARBARA, N 66 - ZONA URBANA";"BANANEIRA";44700000;"276,300,320,334,380";5;1673
46;"JACOBINA";"COLêGIO MODELO LUIZ EDUARDO MAGALHéES";"AV. NOSSA SENHORA DA CONCEIÄéO, S/N - ZONA URBANA";"CAEIRA";44700000;"286,297,318,326,373,388";6;2083
46;"JACOBINA";"ESCOLA MUNICIPAL AGNALDO MARCELINO GOMES";"AV. SéO FRANCISCO DE ASSIS, S/N - ZONA URBANA";"CATUABA";44700000;"329,372,379,386";4;1328
46;"JACOBINA";"COLêGIO ESTADUAL DE JUNCO";"AV. PRESIDENTE MêDICI, S/N - ZONA RURAL";"POVOADO JUNCO";44700000;"293,296,302,303,315";5;1838
46;"JACOBINA";"CETEP - PIEMONTE DA DIAMANTINA II";"AVENIDA CENTENÜRIO, S/N - ZONA URBANA";"NAZARê";44700000;"75,76,236,254,335,384";6;2078
46;"SERROL∂NDIA";"COLêGIO ESTADUAL DE SERROL∂NDIA";"PRAÄA DR. ANT‚NIO CARLOS MAGALHéES, S/N - ZONA URBANA";"CENTRO";44710000;"337,338,339,340,341,342,343";7;2377
46;"SERROL∂NDIA";"COLêGIO MUNICIPAL ARIONETE GUIMARéES DE SOUSA";"AV MANOEL ROQUE RODRIGUES, S/N - ZONA URBANA";"CENTRO";44710000;"344,345,346,347,348,349,350,351,352";9;2842
46;"SERROL∂NDIA";"ESCOLA PROFESSORA DENIOLMAR ALVES DA SILVA";"RUA AMÜLIA GOMES, S/N - ZONA URBANA";"SOL NASCENTE";44710000;"353,354,355";3;884
46;"SERROL∂NDIA";"GRUPO ESCOLAR EUNICE MARIA BARBOSA DOS REIS";"AVENIDA AGOSTINHO MARQUES - ZONA URBANA";"CENTRO";44710000;"356,357,358,359,360,381";6;1498
46;"SERROL∂NDIA";"CENTRO EDUCACIONAL BERNARDINA FERREIRA DA SILVA";"AVENIDA LIBERATO, S/N  - ZONA RURAL";"POVOADO MARACUJÜ";44710000;"361,362,363,364";4;1033
46;"SERROL∂NDIA";"ESCOLA ESTADUAL ROÄADINHO";"POVOADO DE ROÄADINHO, S/N - ZONA RURAL";"POVOADO ROÄADINHO";44710000;365;1;322
46;"SERROL∂NDIA";"ESCOLA MUNICIPAL PAULO FREIRE";"POVOADO NOVOL∂NDIA, S/N - ZONA RURAL";"POVOADO NOVOL∂NDIA";44710000;366;1;333
46;"SERROL∂NDIA";"COLêGIO MUNICIPAL PROF¶ EDNEIDE CORDEIRO ARAñJO";"PRAÄA DA CONCORDIA - ZONA RURAL";"POVOADO SALAMIM";44710000;"367,368,369";3;678
46;"SERROL∂NDIA";"ESCOLA MUNICIPAL SANTA IZABEL";"POVOADO BOA VISTA, S/N - ZONA RURAL";"POVOADO BOA VISTA";44710000;370;1;204
46;"SERROL∂NDIA";"ESCOLA MUNICIPAL ANT‚NIO MARTINS DE OLIVEIRA";"PRAÄA DO COMêRCIO, S/N - ZONA RURAL";"POVOADO SARACURA";44700000;246;1;142
47;"JUAZEIRO";"SECRETARIA MUNICIPAL DE EDUCAÄéO E ESPORTE - SEE";"RUA ANTONIO PEDRO, S/N - ZONA URBANA";"CENTRO";48900000;"1,12,13,35";4;1382
47;"JUAZEIRO";"SEDIS SECRETARIA DE DESENVOLVIMENTO SOCIAL, DA MULHER E DIVERSIDADE";"PRAÄA IMACULADA CONCEIÄéO S/N - ZONA URBANA";"CENTRO";48900000;"15,16,21";3;738
47;"JUAZEIRO";"ESCOLA LUIS CURSINO DA FRANÄA CARDOSO";"RUA C, S/N - ZONA URBANA";"TANCREDO NEVES";48900000;"169,181,233,262";4;1535
47;"JUAZEIRO";"NUCLEO TERRITORIAL DE EDUCAÄéO 10";"RUA GOES CALMON S/N - ZONA URBANA";"CENTRO";48900000;"5,24,25,38";4;1329
47;"JUAZEIRO";"COLêGIO DOUTOR EDSON RIBEIRO";"PRAÄA BARéO DO RIO BRANCO, S/N - ZONA URBANA";"CENTRO";48900000;"11,27,29,31,80,151";6;2116
47;"JUAZEIRO";"ESCOLA TEREZINHA FERREIRA DE OLIVEIRA";"RUA 6 S/N - ZONA URBANA";"TABULEIRO";48900000;"161,185,212,238,251,258,265,270,323,330,337";11;4206
47;"JUAZEIRO";"F‡RUM CONSELHEIRO LUIZ VIANA";"TRAVESSA VENEZA, S/N - ZONA URBANA";"ALAGADIÄO";48900000;"55,130,213";3;785
47;"JUAZEIRO";"CENTRO EDUCACIONAL PROFISSIONAL DO SERTéO DO SéO FRANCISCO - CETEP";"AV. EDGARD CHASTINET, S/N - ZONA URBANA";"SéO GERALDO";48900000;"17,18,19,20,39,43,45,46,47,48,56,57,74,129,232,241";16;3912
47;"JUAZEIRO";"UNEB - DEPARTAMENTO DE CIâNCIAS HUMANAS - DCH III";"AVENIDA ENGENHEIRO EDGARD CHASTINET, S/N - ZONA URBANA";"SéO GERALDO";48900000;"49,50,51,52,186,203,227,231,244";9;2407
47;"JUAZEIRO";"F‡RUM TRABALHISTA ORLANDO GOMES (JUSTIÄA DO TRABALHO)";"TRAVESSA JOSê GUERRA DE SANTANA, 165 - ZONA URBANA";"ALAGADIÄO";48905350;54,196;2;522
47;"JUAZEIRO";"COLêGIO MUNICIPAL PAULO VI";"RUA DO JAPéO S/N - ZONA URBANA";"SANTA MARIA GORETTI";48900000;"6,58,59,60,61,62,63,64,65,66,67,68,69,70";14;4278
47;"JUAZEIRO";"AGâNCIA DO INSS";"AVENIDA ADOLFO VIANA, S/N - ZONA URBANA";"SANTA MARIA GORETTI";48900000;"71,72,175,269";4;1537
47;"JUAZEIRO";"ESCOLA JUDITE LEAL COSTA";"RUA DO JAPéO S/N - ZONA URBANA";"SANTA MARIA GORETTI";48900000;"7,8,73,272";4;922
47;"JUAZEIRO";"CENTRO EST. DE EDUC. PROF. EM GESTéO DE NEG‡CIO DO NORTE BAIANO-CEEP";"RUA DO CAJUEIRO, S/N - ZONA URBANA";"CAJUEIRO";48900000;"32,81,82,128,188,222,333";7;2522
47;"JUAZEIRO";"COLêGIO ESTADUAL HILDETE LOMANTO";"RUA OSCAR RIBEIRO 73 - ZONA URBANA";"CENTRO";48904090;"14,92,93,94,134,221,255,273";8;2478
47;"JUAZEIRO";"COLêGIO ESTADUAL LOMANTO JñNIOR";"AVENIDA MACHADO DE ASSIS S/N - ZONA URBANA";"CASTELO BRANCO";48900000;"95,96,97,98,99,100,101,102,135,192,208,223,224,247,264";15;3628
47;"JUAZEIRO";"COLêGIO ESTADUAL HELENA CELESTINO";"PRAÄA AMêRICO TANURI, S/N - ZONA URBANA";"CASTELO BRANCO";48900000;"103,104,105,106,107,152,163,189,327";9;3098
47;"JUAZEIRO";"COLêGIO MODELO LUIZ EDUARDO MAGALHéES";"AV. LOMANTO JñNIOR, KM 03 - ZONA URBANA";"JOéO XXIII";48900000;"108,109,136,201,246,257,263,322,328";9;3822
47;"JUAZEIRO";"ESCOLA DO ROTARY";"RUA PADRE FEIJ‡, S/N - ZONA URBANA";"ALTO DO CRUZEIRO";48900000;"159,176,194,216,237,252,259,266";8;3069
47;"JUAZEIRO";"ESCOLA LUDUGERO COSTA";"TRAVESSA SANTA TEREZINHA, S/N - ZONA URBANA";"LOMANTO JñNIOR";48900000;"142,145,154,217,254,268";6;2406
47;"JUAZEIRO";"ESCOLA CECãLIO MATOS";"AVENIDA MESTRE LULA, S/N - ZONA URBANA";"ALAGADIÄO";48900000;"149,155,156,167,172,256";6;2254
47;"JUAZEIRO";"ESCOLA MUNICIPAL CELSO CAVALCANTE DE CARVALHO";"PROJETO MANDACARU I - ZONA RURAL";"POVOADO PROJETO MANDACARU I";48900000;"148,150,180,207,218,239,249";7;2530
47;"JUAZEIRO";"ESCOLA DINORAH ALBERNAZ MELO DA SILVA";"RUA 1, S/N - ZONA URBANA";"ITABERABA";48900000;"171,182,206,236,245,253,260,267,271,325,329";11;4288
47;"JUAZEIRO";"ESCOLA MANDACARU (JARDIM PRIMAVERA)";"POVOADO JARDIM PRIMAVERA, S/N - ZONA  RURAL";"POVOADO JARDIM PRIMAVERA";48900000;"190,235,250,261,326";5;1733
47;"JUAZEIRO";"PRISIONAL - CONJUNTO PENAL DE JUAZEIRO - BA";"BR 407, S/N, KM 10 - ZONA URBANA";"ESTRADA JUAZEIRO/ CARNAãBA";48900000;343;1;126
47;"JUAZEIRO";"GRUPO ESCOLAR MARIA MONTEIRO BACELAR";"RUA DA IGREJA, S/N - ZONA RURAL";"POVOADO RODEADOURO";48900000;274,275;2;730
47;"JUAZEIRO";"ESCOLA MUNICIPAL DE PASSAGEM DO SARGENTO";"POVOADO PASSAGEM DO SARGENTO - ZONA RURAL";"DISTRITO JUNCO";48900000;276;1;64
47;"JUAZEIRO";"ESCOLA MUNICIPAL ANT‚NIO FRANCISCO DE OLIVEIRA";"POVOADO GOIABEIRA - ZONA RURAL";"DISTRITO JUNCO";48900000;"278,279,280,281";4;1167
47;"JUAZEIRO";"ESCOLA MUNICIPAL MIGUEL ∂NGELO DE SOUZA";"POVOADO CURRAL NOVO - ZONA RURAL";"DISTRITO JUNCO";48900000;284;1;374
47;"JUAZEIRO";"ESCOLA MUNICIPAL JOéO NEVES DE ALMEIDA";"POVOADO MARRUA - ZONA RURAL";"DISTRITO JUNCO";48900000;285;1;391
47;"JUAZEIRO";"ESCOLA MUNICIPAL DE PRIMEIRO GRAU MANOEL NUNES AMORIM";"POVOADO JUNCO - ZONA RURAL";"DISTRITO JUNCO";48900000;286,287;2;571
47;"JUAZEIRO";"ESCOLA MUNICIPAL PROFESSORA EDUALDINA DAMÜSIO";"POVOADO CAMPO DOS CAVALOS - ZONA RURAL";"DISTRITO JUNCO";48900000;"282,288,289,290,292,324";6;1657
47;"JUAZEIRO";"ESCOLA MUNICIPAL JOSê DE AMORIM";"POVOADO LAGOA - ZONA RURAL";"DISTRITO JUNCO";48900000;"293,294,295";3;839
47;"JUAZEIRO";"ESCOLA MUNICIPAL MARIA AMêLIA OLIVEIRA";"POVOADO SABIÜ II - ZONA RURAL";"POVOADO SABIÜ II";48900000;297,298;2;520
47;"JUAZEIRO";"ESCOLA MUNICIPAL NOSSA SENHORA DAS GROTAS";"ESTRADA DA ADUTORA JUAZEIRO - POVOADO CARNEIROS - ZONA RURAL";"DISTRITO CARNAIBA";48900000;299;1;334
47;"JUAZEIRO";"ESCOLA MUNICIPAL AMADEUS DAMÜSIO";"POVOADO SéO GONÄALO - ZONA RURAL";"DISTRITO JUNCO";48900000;301,334;2;434
47;"JUAZEIRO";"ESCOLA MUNICIPAL MARIA DO CARMO SÜ NOGUEIRA";"POVOADO SOBRADINHO - ZONA RURAL";"DISTRITO JUNCO";48900000;302;1;208
47;"JUAZEIRO";"COLêGIO MUNICIPAL PROFESSORA GRACIOSA XAVIER RAMOS GOMES";"RUA DA IGREJA, S/N - ZONA RURAL";"DISTRITO CARNAIBA";48900000;"303,304,305,306,307,308,309,310,311";9;2614
47;"JUAZEIRO";"CENTRO COMUNITÜRIO SILVIA DA CUNHA MELO";"ESTRADA DA ADUTORA - POVOADO LAGINHA - ZONA RURAL";"DISTRITO CARNAIBA";48900000;312;1;343
47;"JUAZEIRO";"ESCOLA MUNICIPAL ENGENHEIRO FERNANDO DE MELO MONTEIRO";"POVOADO DE SERRA GRANDE - POÄO ANGICO - SANTA HELENA - ZONA RURAL";"DISTRITO JUREMAL";48900000;313;1;134
47;"JUAZEIRO";"CENTRO COMUNITÜRIO DO POVOADO DE CIFRA";"POVOADO DE CIFRA - ZONA RURAL";"DISTRITO CARNAIBA";48900000;314;1;66
47;"JUAZEIRO";"ESCOLA MUNICIPAL JOéO DIAS FERREIRA";"POVOADO ALFAVACA - ZONA RURAL";"DISTRITO JUNCO";48900000;315,316;2;653
47;"JUAZEIRO";"ESCOLA MUNICIPAL DEPUTADO RAIMUNDO DA CUNHA LEITE";"RUA DA CUBA, S/N - ZONA RURAL";"DISTRITO JUREMAL";48900000;"300,317,318,320,321";5;1088
47;"JUAZEIRO";"ESCOLA MUNICIPAL PROFESSOR JOSê PEREIRA DA SILVA";"AVENIDA SéO FRANCISCO, SN - ZONA URBANA";"ITABERABA";48906788;"331,335,336,341";4;1491
47;"JUAZEIRO";"ESCOLA MUNICIPAL JOSê PADILHA DE SOUZA";"RUA JOéO ANT‚NIO DA SILVA - ZONA URBANA";"ALTO DO CRUZEIRO";48905261;332;1;392
48;"JUAZEIRO";"ESCOLA  MUNICIPAL DURVAL BARBOSA DA CUNHA";"POVOADO POÄôES - ZONA RURAL";"DISTRITO MASSAROCA";48900010;11,12;2;431
48;"JUAZEIRO";"ESCOLA MUNICIPAL SANTA TEREZINHA";"PROJETO MANIÄOBA - JAZIDA 7 - ZONA RURAL";"DISTRITO ITAMOTINGA";48900010;31,27;2;543
48;"JUAZEIRO";"ESCOLA MUNICIPAL MARIANO RODRIGUES DE SOUZA";"POVOADO DE GUANHéES - ZONA RURAL";"DISTRITO ITAMOTINGA";48920000;32,175;2;464
48;"JUAZEIRO";"ESCOLA MUNICIPAL BOM JESUS - NH1";"PROJETO CURAÄA NH 1 - ZONA RURAL";"DISTRITO ITAMOTINGA";48900010;33,87;2;652
48;"JUAZEIRO";"ESCOLA MUNICIPAL/EXTENSéO MANOEL DE SOUZA BONFIM";"RUA DA IGREJA, S/N - ZONA RURAL";"DISTRITO AB‡BORA";48900000;"35,36,37,38,39,295";6;1635
48;"JUAZEIRO";"ASSOCIAÄéO COMUNITÜRIA DE TANQUE NOVO";"POVOADO TANQUE NOVO - ZONA RURAL";"DISTRITO PINHôES";48900000;43;1;339
48;"JUAZEIRO";"CENTRO COMUNITÜRIO DE AÄUDE";"POVOADO AÄUDE DA RANCHARIA - ZONA RURAL";"DISTRITO PINHôES";48900000;44;1;198
48;"JUAZEIRO";"POSTO DE SAñDE LAGOA DO BOI";"POVOADO LAGOA DO BOI - ZONA RURAL";"DISTRITO PINHôES";48903400;45,46;2;519
48;"JUAZEIRO";"ESCOLA MUNICIPAL PROFESSORA IRACY NUNES DA SILVA";"AV PRINCIPAL - ZONA RURAL";"DISTRITO ITAMOTINGA";48920000;"48,49,50,51,239";5;1747
48;"JUAZEIRO";"POSTO DE SAñDE/ESCOLA DR EDSON RIBEIRO";"PROJETO MANIÄOBA - POVOADO CONCHAS - ZONA RURAL";"DISTRITO ITAMOTINGA";48900000;"52,53,54,55";4;1000
48;"JUAZEIRO";"ESCOLA MUNICIPAL DE JATOBÜ";"PROJETO MANIÄOBA - POVOADO JATOBÜ - ZONA RURAL";"DISTRITO ITAMOTINGA";48900999;56,58;2;787
48;"JUAZEIRO";"ESCOLA MUNICIPAL BOM JESUS - BARAñNA";"POVOADO BARAñNA - ZONA RURAL";"DISTRITO ITAMOTINGA";48900010;60;1;390
48;"JUAZEIRO";"ESCOLA MUNICIPAL DE PONTAL";"POVOADO PONTAL - ZONA RURAL";"DISTRITO ITAMOTINGA";48900000;63,231;2;498
48;"JUAZEIRO";"ESCOLA MUNICIPAL SANTA INâS";"VILA SANTA INâS - PROJETO MANIÄOBA - ZONA RURAL";"DISTRITO ITAMOTINGA";48920000;"176,237,262,311";4;1483
48;"JUAZEIRO";"ESCOLA MUNICIPAL ATANILHA LUZ ARAñJO";"RUA DOS BOTINS, S/N - ZONA RURAL";"DISTRITO MASSAROCA";48900010;"14,15,174,185";4;1325
48;"JUAZEIRO";"ESCOLA MUNICIPAL 2 DE JULHO";"AVENIDA DOS COLONOS, MANIÄOBA NH 1- ZONA RURAL";"DISTRITO ITAMOTINGA";48921000;"65,68,69,70,71,191,271";7;2757
48;"JUAZEIRO";"ESCOLA MUNICIPAL SANTO ANT‚NIO";"RUA 02, PROJETO CURAÄA NH 03 - ZONA RURAL";"DISTRITO ITAMOTINGA";48900010;"72,73,169,241,298";5;1760
48;"JUAZEIRO";"ESCOLA MUNICIPAL AMêRICO TANURI";"POVOADO LAGOA DA PEDRA - ZONA RURAL";"DISTRITO ITAMOTINGA";48900000;75;1;270
48;"JUAZEIRO";"ESCOLA MUNICIPAL JOANA RAMOS";"POVOADO PERIQUITO - ZONA RURAL";"DISTRITO ITAMOTINGA";48900000;78;1;361
48;"JUAZEIRO";"ESCOLA MUNICIPAL LINDAURA MARIA DE JESUS";"POVOADO RODEADOR - ZONA RURAL";"DISTRITO ITAMOTINGA";48900010;79;1;159
48;"JUAZEIRO";"CENTRO COMUNITÜRIO RAQUEL RODRIGUES";"POVOADO JABURU - ZONA RURAL";"DISTRITO ITAMOTINGA";48900000;80;1;248
48;"JUAZEIRO";"ESCOLA MUNICIPAL EURIDICE RIBEIRO VIANA";"POVOADO QUIPÜ - ZONA RURAL";"DISTRITO ITAMOTINGA";48900010;81;1;188
48;"JUAZEIRO";"CENTRO DE FORMAÄéO RURAL DE MASSAROCA - CENFORM";"POVOADO LAGOINHA - ZONA RURAL";"DISTRITO MASSAROCA";48900000;84;1;182
48;"JUAZEIRO";"CENTRO COMUNITÜRIO DE MALHADA DA AREIA";"ESTRADA JUAZEIRO/PINHôES - POVOADO MALHADA DA AREIA - ZONA RURAL";"DISTRITO PINHôES";48900000;85;1;288
48;"JUAZEIRO";"ESCOLA MUNICIPAL SéO FRANCISCO DE ASSIS";"PROJETO CURAÄA NH2 - ZONA RURAL";"DISTRITO ITAMOTINGA";48900000;186;1;355
48;"JUAZEIRO";"ESCOLA MUNICIPAL FAMãLIA UNIDA";"POVOADO RIACHO DA MASSAROCA - ZONA RURAL";"DISTRITO ITAMOTINGA";48900010;88;1;291
